Districts,Year,Season,Crops,Yield,Soil_Mois,Soil_Temp
Theni,2019,Rabi,Cotton,840,15.2,28.49
Theni,2019,Kharif,Cotton,780,26.4,26.59
Theni,2020,Rabi,Groundnut,4270,19.6,27.19
Theni,2020,Kharif,Groundnut,2120,26.4,25.16
Theni,2020,Rabi,Maize,2630,19.6,27.19
Theni,2020,Kharif,Maize,3230,26.4,25.16
Theni,2020,Rabi,Onion,7280,19.6,27.19
Theni,2020,Kharif,Onion,5290,26.4,25.16
Theni,2020,Rabi,Urad,6330,19.6,27.19
Theni,2020,Kharif,Urad,5550,26.4,25.16
Theni,2020,Rabi,Cotton,890,19.6,27.19
Theni,2020,Kharif,Cotton,520,24.4,25.16
Theni,2021,Rabi,Groundnut,6050,14.8,28.34
Theni,2021,Kharif,Groundnut,4370,24.4,26.39
Theni,2021,Rabi,Maize,2960,14.8,28.34
Theni,2021,Kharif,Maize,3900,24.4,26.39
Theni,2021,Rabi,Onion,8050,14.8,28.34
Theni,2021,Kharif,Onion,6070,24.4,26.39
Theni,2021,Rabi,Urad,8040,14.8,28.34
Theni,2021,Kharif,Urad,6030,24.4,26.39
Theni,2021,Rabi,Cotton,880,14.8,28.34
Theni,2021,Kharif,Cotton,630,22,26.39
Theni,2022,Rabi,Groundnut,5570,15.6,28.93
Theni,2022,Kharif,Groundnut,4050,22,26.63
Theni,2022,Rabi,Maize,2690,15.6,28.93
Theni,2022,Kharif,Maize,3490,22,26.63
Theni,2022,Rabi,Onion,7800,15.6,28.93
Theni,2022,Kharif,Onion,6140,22,26.63
Theni,2022,Rabi,Urad,10040,15.6,28.93
Theni,2022,Kharif,Urad,7620,22,26.63
Theni,2022,Rabi,Cotton,850,15.6,28.93
Theni,2022,Kharif,Cotton,650,26.4,26.63
Thiruvallur,2015,Rabi,Groundnut,1900,18.8,28.16
Thiruvallur,2015,Kharif,Groundnut,3000,26.4,26.01
Thiruvallur,2015,Rabi,Maize,4440,18.8,28.16
Thiruvallur,2015,Kharif,Maize,4590,26.4,26.01
Thiruvallur,2015,Rabi,Onion,7400,18.8,28.16
Thiruvallur,2015,Kharif,Onion,6830,26.4,26.01
Thiruvallur,2015,Rabi,Urad,18060,18.8,28.16
Thiruvallur,2015,Kharif,Urad,6000,26.4,26.01
Thiruvallur,2015,Rabi,Cotton,690,18.8,28.16
Thiruvallur,2015,Kharif,Cotton,700,22.4,26.01
Thiruvallur,2016,Rabi,Groundnut,1900,16,28.06
Thiruvallur,2016,Kharif,Groundnut,3000,22.4,25.77
Thiruvallur,2016,Rabi,Maize,1570,16,28.06
Thiruvallur,2016,Kharif,Maize,5150,22.4,25.77
Thiruvallur,2016,Rabi,Onion,4500,16,28.06
Thiruvallur,2016,Kharif,Onion,1250,22.4,25.77
Thiruvallur,2016,Rabi,Urad,8000,16,28.06
Thiruvallur,2016,Kharif,Urad,5000,22.4,25.77
Thiruvallur,2016,Rabi,Cotton,770,16,28.06
Thiruvallur,2016,Kharif,Cotton,360,24,25.77
Thiruvallur,2017,Rabi,Groundnut,1900,21.6,27.8
Thiruvallur,2017,Kharif,Groundnut,3000,24,25.52
Thiruvallur,2017,Rabi,Maize,2460,21.6,27.8
Thiruvallur,2017,Kharif,Maize,4710,24,25.52
Thiruvallur,2017,Rabi,Onion,4500,21.6,27.8
Thiruvallur,2017,Kharif,Onion,6670,24,25.52
Thiruvallur,2017,Rabi,Urad,8000,21.6,27.8
Thiruvallur,2017,Kharif,Urad,5000,24,25.52
Thiruvallur,2017,Rabi,Cotton,910,21.6,27.8
Thiruvallur,2017,Kharif,Cotton,680,24.4,25.52
Thiruvallur,2018,Rabi,Groundnut,1900,14.8,27.6
Thiruvallur,2018,Kharif,Groundnut,3000,24.4,26.24
Thiruvallur,2018,Rabi,Maize,2170,14.8,27.6
Thiruvallur,2018,Kharif,Maize,3450,24.4,26.24
Thiruvallur,2018,Rabi,Onion,4500,14.8,27.6
Thiruvallur,2018,Kharif,Onion,8000,24.4,26.24
Thiruvallur,2018,Rabi,Urad,8500,14.8,27.6
Thiruvallur,2018,Kharif,Urad,5430,24.4,26.24
Thiruvallur,2018,Rabi,Cotton,760,14.8,27.6
Thiruvallur,2018,Kharif,Cotton,610,24.8,26.24
Thiruvallur,2019,Rabi,Groundnut,1900,15.6,27.61
Thiruvallur,2019,Kharif,Groundnut,3000,24.8,26.4
Thiruvallur,2019,Rabi,Maize,2480,15.6,27.61
Thiruvallur,2019,Kharif,Maize,4950,24.8,26.4
Thiruvallur,2019,Rabi,Onion,9500,15.6,27.61
Thiruvallur,2019,Kharif,Onion,7140,24.8,26.4
Thiruvallur,2019,Rabi,Urad,10000,15.6,27.61
Thiruvallur,2019,Kharif,Urad,7400,24.8,26.4
Thiruvallur,2019,Rabi,Cotton,840,15.6,27.61
Thiruvallur,2019,Kharif,Cotton,780,22,26.4
Thiruvallur,2020,Rabi,Groundnut,1900,17.6,27.37
Thiruvallur,2020,Kharif,Groundnut,3000,22,26.36
Thiruvallur,2020,Rabi,Maize,2130,17.6,27.37
Thiruvallur,2020,Kharif,Maize,3890,22,26.36
Thiruvallur,2020,Rabi,Onion,9500,17.6,27.37
Thiruvallur,2020,Kharif,Onion,4670,22,26.36
Thiruvallur,2020,Rabi,Urad,11000,17.6,27.37
Thiruvallur,2020,Kharif,Urad,5670,22,26.36
Thiruvallur,2020,Rabi,Cotton,890,17.6,27.37
Thiruvallur,2020,Kharif,Cotton,520,26.4,26.36
Thiruvallur,2021,Rabi,Groundnut,1900,19.6,28.29
Thiruvallur,2021,Kharif,Groundnut,3000,26.4,26.56
Thiruvallur,2021,Rabi,Maize,2270,19.6,28.29
Thiruvallur,2021,Kharif,Maize,4800,26.4,26.56
Thiruvallur,2021,Rabi,Onion,7250,19.6,28.29
Thiruvallur,2021,Kharif,Onion,7000,26.4,26.56
Thiruvallur,2021,Rabi,Urad,9250,19.6,28.29
Thiruvallur,2021,Kharif,Urad,5000,26.4,26.56
Thiruvallur,2021,Rabi,Cotton,890,19.6,28.29
Thiruvallur,2021,Kharif,Cotton,630,25.6,26.56
Thiruvallur,2022,Rabi,Groundnut,1900,18,27.63
Thiruvallur,2022,Kharif,Groundnut,3000,25.6,25.33
Thiruvallur,2022,Rabi,Maize,2120,18,27.63
Thiruvallur,2022,Kharif,Maize,4620,25.6,25.33
Thiruvallur,2022,Rabi,Onion,7790,18,27.63
Thiruvallur,2022,Kharif,Onion,5000,25.6,25.33
Thiruvallur,2022,Rabi,Urad,10000,18,27.63
Thiruvallur,2022,Kharif,Urad,7600,25.6,25.33
Thiruvallur,2022,Rabi,Cotton,850,18,27.63
Thiruvallur,2022,Kharif,Cotton,660,28,25.33
Thiruvarur,2015,Rabi,Groundnut,2000,16.8,28.39
Thiruvarur,2015,Kharif,Groundnut,3760,28,25.72
Thiruvarur,2015,Rabi,Maize,2120,16.8,28.39
Thiruvarur,2015,Kharif,Maize,5690,28,25.72
Thiruvarur,2015,Rabi,Onion,7790,16.8,28.39
Thiruvarur,2015,Kharif,Onion,5000,28,25.72
Thiruvarur,2015,Rabi,Urad,10000,16.8,28.39
Thiruvarur,2015,Kharif,Urad,7600,28,25.72
Thiruvarur,2015,Rabi,Cotton,850,16.8,28.39
Thiruvarur,2015,Kharif,Cotton,640,26,25.72
Thiruvarur,2016,Rabi,Groundnut,2000,14,27.4
Thiruvarur,2016,Kharif,Groundnut,2970,26,26.88
Thiruvarur,2016,Rabi,Maize,2120,14,27.4
Thiruvarur,2016,Kharif,Maize,3670,26,26.88
Thiruvarur,2016,Rabi,Onion,7790,14,27.4
Thiruvarur,2016,Kharif,Onion,5000,26,26.88
Thiruvarur,2016,Rabi,Urad,10000,14,27.4
Thiruvarur,2016,Kharif,Urad,7600,26,26.88
Thiruvarur,2016,Rabi,Cotton,770,14,27.4
Thiruvarur,2016,Kharif,Cotton,430,25.2,26.88
Thiruvarur,2017,Rabi,Groundnut,2000,21.2,27.3
Thiruvarur,2017,Kharif,Groundnut,0,25.2,26.22
Thiruvarur,2017,Rabi,Maize,2460,21.2,27.3
Thiruvarur,2017,Kharif,Maize,4540,25.2,26.22
Thiruvarur,2017,Rabi,Onion,7790,21.2,27.3
Thiruvarur,2017,Kharif,Onion,5000,25.2,26.22
Thiruvarur,2017,Rabi,Urad,10000,21.2,27.3
Thiruvarur,2017,Kharif,Urad,7600,25.2,26.22
Thiruvarur,2017,Rabi,Cotton,910,21.2,27.3
Thiruvarur,2017,Kharif,Cotton,290,24.8,26.22
Thiruvarur,2018,Rabi,Groundnut,2000,21.2,28.79
Thiruvarur,2018,Kharif,Groundnut,4570,24.8,26.34
Thiruvarur,2018,Rabi,Maize,2220,21.2,28.79
Thiruvarur,2018,Kharif,Maize,4400,24.8,26.34
Thiruvarur,2018,Rabi,Onion,7790,21.2,28.79
Thiruvarur,2018,Kharif,Onion,7000,24.8,26.34
Thiruvarur,2018,Rabi,Urad,10000,21.2,28.79
Thiruvarur,2018,Kharif,Urad,7600,24.8,26.34
Thiruvarur,2018,Rabi,Cotton,760,21.2,28.79
Thiruvarur,2018,Kharif,Cotton,360,22.8,26.34
Thiruvarur,2019,Rabi,Groundnut,2000,14.8,28.78
Thiruvarur,2019,Kharif,Groundnut,3350,22.8,26.51
Thiruvarur,2019,Rabi,Maize,2480,14.8,28.78
Thiruvarur,2019,Kharif,Maize,4960,22.8,26.51
Thiruvarur,2019,Rabi,Onion,8710,14.8,28.78
Thiruvarur,2019,Kharif,Onion,6690,22.8,26.51
Thiruvarur,2019,Rabi,Urad,9000,14.8,28.78
Thiruvarur,2019,Kharif,Urad,7600,22.8,26.51
Thiruvarur,2019,Rabi,Cotton,840,14.8,28.78
Thiruvarur,2019,Kharif,Cotton,430,22,26.51
Thiruvarur,2020,Rabi,Groundnut,1950,16,28.37
Thiruvarur,2020,Kharif,Groundnut,2600,22,25.26
Thiruvarur,2020,Rabi,Maize,2130,16,28.37
Thiruvarur,2020,Kharif,Maize,3330,22,25.26
Thiruvarur,2020,Rabi,Onion,7330,16,28.37
Thiruvarur,2020,Kharif,Onion,5290,22,25.26
Thiruvarur,2020,Rabi,Urad,9000,16,28.37
Thiruvarur,2020,Kharif,Urad,5500,22,25.26
Thiruvarur,2020,Rabi,Cotton,890,16,28.37
Thiruvarur,2020,Kharif,Cotton,270,24.8,25.26
Thiruvarur,2021,Rabi,Groundnut,1950,20,28.36
Thiruvarur,2021,Kharif,Groundnut,3330,24.8,26.2
Thiruvarur,2021,Rabi,Maize,2270,20,28.36
Thiruvarur,2021,Kharif,Maize,3720,24.8,26.2
Thiruvarur,2021,Rabi,Onion,8000,20,28.36
Thiruvarur,2021,Kharif,Onion,6090,24.8,26.2
Thiruvarur,2021,Rabi,Urad,9000,20,28.36
Thiruvarur,2021,Kharif,Urad,5500,24.8,26.2
Thiruvarur,2021,Rabi,Cotton,880,20,28.36
Thiruvarur,2021,Kharif,Cotton,310,26,26.2
Thiruvarur,2022,Rabi,Groundnut,1880,21.6,28.7
Thiruvarur,2022,Kharif,Groundnut,1920,26,26.99
Thiruvarur,2022,Rabi,Maize,2120,21.6,28.7
Thiruvarur,2022,Kharif,Maize,2660,26,26.99
Thiruvarur,2022,Rabi,Onion,7770,21.6,28.7
Thiruvarur,2022,Kharif,Onion,6090,26,26.99
Thiruvarur,2022,Rabi,Urad,9000,21.6,28.7
Thiruvarur,2022,Kharif,Urad,7500,26,26.99
Thiruvarur,2022,Rabi,Cotton,860,21.6,28.7
Thiruvarur,2022,Kharif,Cotton,230,22.4,26.99
Thoothukudi,2015,Rabi,Groundnut,1860,16.4,27.83
Thoothukudi,2015,Kharif,Groundnut,3500,22.4,25.36
Thoothukudi,2015,Rabi,Maize,2180,16.4,27.83
Thoothukudi,2015,Kharif,Maize,3290,22.4,25.36
Thoothukudi,2015,Rabi,Onion,7770,16.4,27.83
Thoothukudi,2015,Kharif,Onion,3810,22.4,25.36
Thoothukudi,2015,Rabi,Urad,9670,16.4,27.83
Thoothukudi,2015,Kharif,Urad,900,22.4,25.36
Thoothukudi,2015,Rabi,Cotton,690,16.4,27.83
Thoothukudi,2015,Kharif,Cotton,650,25.2,25.36
Thoothukudi,2016,Rabi,Groundnut,1290,16.8,27.66
Thoothukudi,2016,Kharif,Groundnut,200,25.2,25.23
Thoothukudi,2016,Rabi,Maize,1560,16.8,27.66
Thoothukudi,2016,Kharif,Maize,3240,25.2,25.23
Thoothukudi,2016,Rabi,Onion,4500,16.8,27.66
Thoothukudi,2016,Kharif,Onion,250,25.2,25.23
Thoothukudi,2016,Rabi,Urad,10440,16.8,27.66
Thoothukudi,2016,Kharif,Urad,610,25.2,25.23
Thoothukudi,2016,Rabi,Cotton,770,16.8,27.66
Thoothukudi,2016,Kharif,Cotton,140,28,25.23
Thoothukudi,2017,Rabi,Groundnut,0,16.4,28.03
Thoothukudi,2017,Kharif,Groundnut,0,28,26.59
Thoothukudi,2017,Rabi,Maize,2460,16.4,28.03
Thoothukudi,2017,Kharif,Maize,3920,28,26.59
Thoothukudi,2017,Rabi,Onion,4500,16.4,28.03
Thoothukudi,2017,Kharif,Onion,2840,28,26.59
Thoothukudi,2017,Rabi,Urad,9750,16.4,28.03
Thoothukudi,2017,Kharif,Urad,2820,28,26.59
Thoothukudi,2017,Rabi,Cotton,860,16.4,28.03
Thoothukudi,2017,Kharif,Cotton,510,26,26.59
Thoothukudi,2018,Rabi,Groundnut,2000,18.4,27.91
Thoothukudi,2018,Kharif,Groundnut,1860,26,26.72
Thoothukudi,2018,Rabi,Maize,2160,18.4,27.91
Thoothukudi,2018,Kharif,Maize,3490,26,26.72
Thoothukudi,2018,Rabi,Onion,7000,18.4,27.91
Thoothukudi,2018,Kharif,Onion,6990,26,26.72
Thoothukudi,2018,Rabi,Urad,9130,18.4,27.91
Thoothukudi,2018,Kharif,Urad,440,26,26.72
Thoothukudi,2018,Rabi,Cotton,760,18.4,27.91
Thoothukudi,2018,Kharif,Cotton,600,24,26.72
Thoothukudi,2019,Rabi,Groundnut,2450,18.4,28.76
Thoothukudi,2019,Kharif,Groundnut,1940,24,25.48
Thoothukudi,2019,Rabi,Maize,2530,18.4,28.76
Thoothukudi,2019,Kharif,Maize,3750,24,25.48
Thoothukudi,2019,Rabi,Onion,7000,18.4,28.76
Thoothukudi,2019,Kharif,Onion,3910,24,25.48
Thoothukudi,2019,Rabi,Urad,9110,18.4,28.76
Thoothukudi,2019,Kharif,Urad,4540,24,25.48
Thoothukudi,2019,Rabi,Cotton,840,18.4,28.76
Thoothukudi,2019,Kharif,Cotton,440,25.6,25.48
Thoothukudi,2020,Rabi,Groundnut,1940,20,27.45
Thoothukudi,2020,Kharif,Groundnut,830,25.6,25.82
Thoothukudi,2020,Rabi,Maize,2130,20,27.45
Thoothukudi,2020,Kharif,Maize,3230,25.6,25.82
Thoothukudi,2020,Rabi,Onion,7670,20,27.45
Thoothukudi,2020,Kharif,Onion,2910,25.6,25.82
Thoothukudi,2020,Rabi,Urad,9790,20,27.45
Thoothukudi,2020,Kharif,Urad,430,25.6,25.82
Thoothukudi,2020,Rabi,Cotton,890,20,27.45
Thoothukudi,2020,Kharif,Cotton,130,22.8,25.82
Thoothukudi,2021,Rabi,Groundnut,1620,20,27.51
Thoothukudi,2021,Kharif,Groundnut,1480,22.8,26.64
Thoothukudi,2021,Rabi,Maize,2280,20,27.51
Thoothukudi,2021,Kharif,Maize,3900,22.8,26.64
Thoothukudi,2021,Rabi,Onion,8600,20,27.51
Thoothukudi,2021,Kharif,Onion,3490,22.8,26.64
Thoothukudi,2021,Rabi,Urad,9120,20,27.51
Thoothukudi,2021,Kharif,Urad,940,22.8,26.64
Thoothukudi,2021,Rabi,Cotton,880,20,27.51
Thoothukudi,2021,Kharif,Cotton,660,23.2,26.64
Thoothukudi,2022,Rabi,Groundnut,1900,18,28.06
Thoothukudi,2022,Kharif,Groundnut,660,23.2,25.37
Thoothukudi,2022,Rabi,Maize,2120,18,28.06
Thoothukudi,2022,Kharif,Maize,3490,23.2,25.37
Thoothukudi,2022,Rabi,Onion,9500,18,28.06
Thoothukudi,2022,Kharif,Onion,3530,23.2,25.37
Thoothukudi,2022,Rabi,Urad,12670,18,28.06
Thoothukudi,2022,Kharif,Urad,1380,23.2,25.37
Thoothukudi,2022,Rabi,Cotton,860,18,28.06
Thoothukudi,2022,Kharif,Cotton,660,25.2,25.37
Tiruchirappalli,2015,Rabi,Groundnut,1210,21.2,28.82
Tiruchirappalli,2015,Kharif,Groundnut,2970,25.2,25.94
Tiruchirappalli,2015,Rabi,Maize,2100,21.2,28.82
Tiruchirappalli,2015,Kharif,Maize,2420,25.2,25.94
Tiruchirappalli,2015,Rabi,Onion,6910,21.2,28.82
Tiruchirappalli,2015,Kharif,Onion,6840,25.2,25.94
Tiruchirappalli,2015,Rabi,Urad,6660,21.2,28.82
Tiruchirappalli,2015,Kharif,Urad,7680,25.2,25.94
Tiruchirappalli,2015,Rabi,Cotton,690,21.2,28.82
Tiruchirappalli,2015,Kharif,Cotton,900,22,25.94
Tiruchirappalli,2016,Rabi,Groundnut,1240,20,28.24
Tiruchirappalli,2016,Kharif,Groundnut,1470,22,25.74
Tiruchirappalli,2016,Rabi,Maize,1100,20,28.24
Tiruchirappalli,2016,Kharif,Maize,2070,22,25.74
Tiruchirappalli,2016,Rabi,Onion,3230,20,28.24
Tiruchirappalli,2016,Kharif,Onion,1260,22,25.74
Tiruchirappalli,2016,Rabi,Urad,8570,20,28.24
Tiruchirappalli,2016,Kharif,Urad,7690,22,25.74
Tiruchirappalli,2016,Rabi,Cotton,770,20,28.24
Tiruchirappalli,2016,Kharif,Cotton,400,26,25.74
Tiruchirappalli,2017,Rabi,Groundnut,0,15.2,27.37
Tiruchirappalli,2017,Kharif,Groundnut,0,26,26.47
Tiruchirappalli,2017,Rabi,Maize,2880,15.2,27.37
Tiruchirappalli,2017,Kharif,Maize,2560,26,26.47
Tiruchirappalli,2017,Rabi,Onion,10380,15.2,27.37
Tiruchirappalli,2017,Kharif,Onion,6690,26,26.47
Tiruchirappalli,2017,Rabi,Urad,5540,15.2,27.37
Tiruchirappalli,2017,Kharif,Urad,11630,26,26.47
Tiruchirappalli,2017,Rabi,Cotton,910,15.2,27.37
Tiruchirappalli,2017,Kharif,Cotton,910,23.2,26.47
Tiruchirappalli,2018,Rabi,Groundnut,2240,18.8,28.11
Tiruchirappalli,2018,Kharif,Groundnut,2600,23.2,26.53
Tiruchirappalli,2018,Rabi,Maize,3110,18.8,28.11
Tiruchirappalli,2018,Kharif,Maize,2710,23.2,26.53
Tiruchirappalli,2018,Rabi,Onion,7600,18.8,28.11
Tiruchirappalli,2018,Kharif,Onion,7000,23.2,26.53
Tiruchirappalli,2018,Rabi,Urad,6670,18.8,28.11
Tiruchirappalli,2018,Kharif,Urad,6730,23.2,26.53
Tiruchirappalli,2018,Rabi,Cotton,760,18.8,28.11
Tiruchirappalli,2018,Kharif,Cotton,780,27.6,26.53
Tiruchirappalli,2019,Rabi,Groundnut,2160,15.2,27.18
Tiruchirappalli,2019,Kharif,Groundnut,2510,27.6,25.25
Tiruchirappalli,2019,Rabi,Maize,2220,15.2,27.18
Tiruchirappalli,2019,Kharif,Maize,2630,27.6,25.25
Tiruchirappalli,2019,Rabi,Onion,9660,15.2,27.18
Tiruchirappalli,2019,Kharif,Onion,6720,27.6,25.25
Tiruchirappalli,2019,Rabi,Urad,8430,15.2,27.18
Tiruchirappalli,2019,Kharif,Urad,8020,27.6,25.25
Tiruchirappalli,2019,Rabi,Cotton,840,15.2,27.18
Tiruchirappalli,2019,Kharif,Cotton,820,23.2,25.25
Tiruchirappalli,2020,Rabi,Groundnut,1740,16.8,27.04
Tiruchirappalli,2020,Kharif,Groundnut,2410,23.2,25.72
Tiruchirappalli,2020,Rabi,Maize,2420,16.8,27.04
Tiruchirappalli,2020,Kharif,Maize,3410,23.2,25.72
Tiruchirappalli,2020,Rabi,Onion,5260,16.8,27.04
Tiruchirappalli,2020,Kharif,Onion,5280,23.2,25.72
Tiruchirappalli,2020,Rabi,Urad,9490,16.8,27.04
Tiruchirappalli,2020,Kharif,Urad,10110,23.2,25.72
Tiruchirappalli,2020,Rabi,Cotton,890,16.8,27.04
Tiruchirappalli,2020,Kharif,Cotton,500,26,25.72
Tiruchirappalli,2021,Rabi,Groundnut,1430,17.2,28.67
Tiruchirappalli,2021,Kharif,Groundnut,2390,26,26.35
Tiruchirappalli,2021,Rabi,Maize,1180,17.2,28.67
Tiruchirappalli,2021,Kharif,Maize,3900,26,26.35
Tiruchirappalli,2021,Rabi,Onion,9030,17.2,28.67
Tiruchirappalli,2021,Kharif,Onion,6070,26,26.35
Tiruchirappalli,2021,Rabi,Urad,8420,17.2,28.67
Tiruchirappalli,2021,Kharif,Urad,7720,26,26.35
Tiruchirappalli,2021,Rabi,Cotton,880,17.2,28.67
Tiruchirappalli,2021,Kharif,Cotton,580,24.8,26.35
Tiruchirappalli,2022,Rabi,Groundnut,1730,14.4,27.35
Tiruchirappalli,2022,Kharif,Groundnut,1790,24.8,25.58
Tiruchirappalli,2022,Rabi,Maize,1380,14.4,27.35
Tiruchirappalli,2022,Kharif,Maize,3480,24.8,25.58
Tiruchirappalli,2022,Rabi,Onion,8750,14.4,27.35
Tiruchirappalli,2022,Kharif,Onion,6140,24.8,25.58
Tiruchirappalli,2022,Rabi,Urad,7740,14.4,27.35
Tiruchirappalli,2022,Kharif,Urad,6660,24.8,25.58
Tiruchirappalli,2022,Rabi,Cotton,860,14.4,27.35
Tiruchirappalli,2022,Kharif,Cotton,680,26,25.58
Tiruppur,2015,Rabi,Groundnut,1870,18.8,28.59
Tiruppur,2015,Kharif,Groundnut,2970,26,25.5
Tiruppur,2015,Rabi,Maize,1660,18.8,28.59
Tiruppur,2015,Kharif,Maize,3090,26,25.5
Tiruppur,2015,Rabi,Onion,11980,18.8,28.59
Tiruppur,2015,Kharif,Onion,7140,26,25.5
Tiruppur,2015,Rabi,Urad,15430,18.8,28.59
Tiruppur,2015,Kharif,Urad,10550,26,25.5
Tiruppur,2015,Rabi,Cotton,690,18.8,28.59
Tiruppur,2015,Kharif,Cotton,700,26.4,25.5
Tiruppur,2016,Rabi,Groundnut,1290,16,28.61
Tiruppur,2016,Kharif,Groundnut,1470,26.4,25.4
Tiruppur,2016,Rabi,Maize,690,16,28.61
Tiruppur,2016,Kharif,Maize,3450,26.4,25.4
Tiruppur,2016,Rabi,Onion,4150,16,28.61
Tiruppur,2016,Kharif,Onion,3130,26.4,25.4
Tiruppur,2016,Rabi,Urad,15220,16,28.61
Tiruppur,2016,Kharif,Urad,12050,26.4,25.4
Tiruppur,2016,Rabi,Cotton,770,16,28.61
Tiruppur,2016,Kharif,Cotton,360,22,25.4
Tiruppur,2017,Rabi,Groundnut,0,14.8,27.96
Tiruppur,2017,Kharif,Groundnut,0,22,25.67
Tiruppur,2017,Rabi,Maize,2320,14.8,27.96
Tiruppur,2017,Kharif,Maize,3420,22,25.67
Tiruppur,2017,Rabi,Onion,10720,14.8,27.96
Tiruppur,2017,Kharif,Onion,9490,22,25.67
Tiruppur,2017,Rabi,Urad,12050,14.8,27.96
Tiruppur,2017,Kharif,Urad,11350,22,25.67
Tiruppur,2017,Rabi,Cotton,910,14.8,27.96
Tiruppur,2017,Kharif,Cotton,680,22.4,25.67
Tiruppur,2018,Rabi,Groundnut,2160,14,28.87
Tiruppur,2018,Kharif,Groundnut,2590,22.4,25.44
Tiruppur,2018,Rabi,Maize,1580,14,28.87
Tiruppur,2018,Kharif,Maize,3490,22.4,25.44
Tiruppur,2018,Rabi,Onion,7600,14,28.87
Tiruppur,2018,Kharif,Onion,7000,22.4,25.44
Tiruppur,2018,Rabi,Urad,12170,14,28.87
Tiruppur,2018,Kharif,Urad,13500,22.4,25.44
Tiruppur,2018,Rabi,Cotton,770,14,28.87
Tiruppur,2018,Kharif,Cotton,610,24.8,25.44
Tiruppur,2019,Rabi,Groundnut,2440,18.8,27.85
Tiruppur,2019,Kharif,Groundnut,3830,24.8,25.19
Tiruppur,2019,Rabi,Maize,900,18.8,27.85
Tiruppur,2019,Kharif,Maize,2580,24.8,25.19
Tiruppur,2019,Rabi,Onion,7910,18.8,27.85
Tiruppur,2019,Kharif,Onion,9820,24.8,25.19
Tiruppur,2019,Rabi,Urad,13360,18.8,27.85
Tiruppur,2019,Kharif,Urad,14790,24.8,25.19
Tiruppur,2019,Rabi,Cotton,830,18.8,27.85
Tiruppur,2019,Kharif,Cotton,780,26.8,25.19
Tiruppur,2020,Rabi,Groundnut,1950,18,28
Tiruppur,2020,Kharif,Groundnut,3920,26.8,26.56
Tiruppur,2020,Rabi,Maize,1700,18,28
Tiruppur,2020,Kharif,Maize,2620,26.8,26.56
Tiruppur,2020,Rabi,Onion,10670,18,28
Tiruppur,2020,Kharif,Onion,9070,26.8,26.56
Tiruppur,2020,Rabi,Urad,12910,18,28
Tiruppur,2020,Kharif,Urad,1140,26.8,26.56
Tiruppur,2020,Rabi,Cotton,890,18,28
Tiruppur,2020,Kharif,Cotton,520,26,26.56
Tiruppur,2021,Rabi,Groundnut,1630,19.6,28.87
Tiruppur,2021,Kharif,Groundnut,4220,26,26.7
Tiruppur,2021,Rabi,Maize,1410,19.6,28.87
Tiruppur,2021,Kharif,Maize,3980,26,26.7
Tiruppur,2021,Rabi,Onion,9780,19.6,28.87
Tiruppur,2021,Kharif,Onion,8520,26,26.7
Tiruppur,2021,Rabi,Urad,10200,19.6,28.87
Tiruppur,2021,Kharif,Urad,11880,26,26.7
Tiruppur,2021,Rabi,Cotton,880,19.6,28.87
Tiruppur,2021,Kharif,Cotton,630,27.6,26.7
Tiruppur,2022,Rabi,Groundnut,1900,15.2,27.04
Tiruppur,2022,Kharif,Groundnut,3210,27.6,26.64
Tiruppur,2022,Rabi,Maize,1060,15.2,27.04
Tiruppur,2022,Kharif,Maize,3780,27.6,26.64
Tiruppur,2022,Rabi,Onion,9270,15.2,27.04
Tiruppur,2022,Kharif,Onion,9050,27.6,26.64
Tiruppur,2022,Rabi,Urad,14890,15.2,27.04
Tiruppur,2022,Kharif,Urad,13270,27.6,26.64
Tiruppur,2022,Rabi,Cotton,870,15.2,27.04
Tiruppur,2022,Kharif,Cotton,660,24.8,26.64
Tiruvannamalai,2015,Rabi,Groundnut,1870,20.8,27.75
Tiruvannamalai,2015,Kharif,Groundnut,2960,24.8,25.43
Tiruvannamalai,2015,Rabi,Maize,1700,20.8,27.75
Tiruvannamalai,2015,Kharif,Maize,1790,24.8,25.43
Tiruvannamalai,2015,Rabi,Onion,7350,20.8,27.75
Tiruvannamalai,2015,Kharif,Onion,6840,24.8,25.43
Tiruvannamalai,2015,Rabi,Urad,9640,20.8,27.75
Tiruvannamalai,2015,Kharif,Urad,6480,24.8,25.43
Tiruvannamalai,2015,Rabi,Cotton,610,20.8,27.75
Tiruvannamalai,2015,Kharif,Cotton,630,25.6,25.43
Tiruvannamalai,2016,Rabi,Groundnut,1290,14.8,28.36
Tiruvannamalai,2016,Kharif,Groundnut,1470,25.6,26.39
Tiruvannamalai,2016,Rabi,Maize,1610,14.8,28.36
Tiruvannamalai,2016,Kharif,Maize,1860,25.6,26.39
Tiruvannamalai,2016,Rabi,Onion,4550,14.8,28.36
Tiruvannamalai,2016,Kharif,Onion,1260,25.6,26.39
Tiruvannamalai,2016,Rabi,Urad,10480,14.8,28.36
Tiruvannamalai,2016,Kharif,Urad,5140,25.6,26.39
Tiruvannamalai,2016,Rabi,Cotton,480,14.8,28.36
Tiruvannamalai,2016,Kharif,Cotton,420,23.2,26.39
Tiruvannamalai,2017,Rabi,Groundnut,0,14.4,28.4
Tiruvannamalai,2017,Kharif,Groundnut,0,23.2,25.54
